,Date,Area,Region,Trigger,Depth,Width
50,2019-03-18,Avalanche: Upper Weber Canyon,Uintas,Natural,2',100'
1,2019-03-18,Avalanche: Andrew Nyman Peak,SE Idaho,Unknown,,
2,2019-03-18,Avalanche: Diving Board,Salt Lake,Natural,,
3,2019-03-16,Avalanche: Cascade Ridge,Provo,Natural,6',500'
4,2019-03-16,Avalanche: Red Top,Salt Lake,Natural,,
5,2019-03-16,Avalanche: Salt Lake foothills,Salt Lake,Skier,"6""",15'
6,2019-03-16,Avalanche: Toledo Chutes,Salt Lake,Skier,"1""",50'
7,2019-03-16,Avalanche: Ogden,Ogden,,"7""",200'
8,2019-03-16,Avalanche: Reynolds Pk,Salt Lake,Skier,"4""",80'
9,2019-03-15,Avalanche: Maybird Chute,Salt Lake,Natural,,50'
10,2019-03-15,Avalanche: Mt Nebo,Provo,Unknown,,
11,2019-03-15,Avalanche: Central Bear River Range,Logan,Snowboarder,2',25'
12,2019-03-15,Avalanche: Chipman Peak,Salt Lake,Natural,"14""",300'
13,2019-03-15,Avalanche: Red Top,Salt Lake,Natural,2',300'
14,2019-03-14,Avalanche: Georges Bowl,Salt Lake,Skier,2',100'
15,2019-03-14,Avalanche: Greaseball,Salt Lake,Skier,2.5',50'
16,2019-03-14,Avalanche: Salt Lake,Salt Lake,Skier,"20""",150'
17,2019-03-14,Avalanche: Tony Grove,Logan,Snowmobiler,"8""",40'
18,2019-03-14,Avalanche: Emma Ridges,Salt Lake,Skier,"12""",20'
19,2019-03-13,Avalanche: Noriega Face,Moab,Natural,,"1,500'"
20,2019-03-13,Avalanche: Middle Cirque,Moab,Natural,,500'
21,2019-03-13,Avalanche: Moab,Moab,Natural,,700'
22,2019-03-13,Avalanche: Middle Cirque,Moab,Natural,,350'
23,2019-03-13,Avalanche: Mt. Haystack,Moab,Natural,,300'
24,2019-03-13,Avalanche: Upper Horse Creek,Moab,Natural,,400'
25,2019-03-13,Avalanche: Dark Canyon,Moab,Natural,,
26,2019-03-13,Avalanche: Talking Mountain Cirque,Moab,Natural,,"2,500'"
27,2019-03-13,Avalanche: The Funnel,Moab,Natural,,300'
28,2019-03-13,Avalanche: Mt Olympus,Salt Lake,Skier,"18""",35'
29,2019-03-13,Avalanche: Abajos,Abajos,Natural,2',100'
30,2019-03-13,Avalanche: Dory Canyon,Moab,Natural,,900'
31,2019-03-13,Avalanche: Talking Mountain Cirque,Moab,Natural,,500'
32,2019-03-13,Avalanche: Gold Basin,Moab,Natural,,"1,500'"
33,2019-03-13,Avalanche: Moab,Moab,Natural,4',50'
34,2019-03-13,Avalanche: Exxons Folley,Moab,Natural,,"1,500'"
35,2019-03-13,Avalanche: South Mountain,Moab,Natural,,500'
36,2019-03-11,Avalanche: Wolverine Cirque,Salt Lake,Snowboarder,"8""",30'
37,2019-03-11,Avalanche: Banana Days,Salt Lake,Unknown,"2""",100'
38,2019-03-11,Avalanche: Mineral Fork,Salt Lake,Natural,,20'
39,2019-03-11,Avalanche: Room of Doom,Salt Lake,Skier,"8""",30'
40,2019-03-10,Avalanche: Tri Chutes,Salt Lake,Skier,"14""",50'
41,2019-03-09,Avalanche: White Pine Canyon,Logan,Snowmobiler,2',250'
42,2019-03-09,Avalanche: Mitton Peak,Logan,Natural,,
43,2019-03-09,Avalanche: South Monitor Bowl,Salt Lake,Skier,"12""",40'
44,2019-03-09,Avalanche: West Willow,Salt Lake,Skier,2',300'
45,2019-03-09,Avalanche: Boss Canyon,Logan,Snowmobiler,2',200'
46,2019-03-09,Avalanche: Snowbasin Backcountry,Ogden,Skier,"18""",
47,2019-03-08,Avalanche: Brighton Perimeter,Salt Lake,Snowboarder,"6""",200'
48,2019-03-08,Avalanche: Brighton Perimeter,Salt Lake,Skier,"14""",80'
49,2019-03-08,Avalanche: Slide Canyon,Provo,Unknown,,
50,2019-03-08,Avalanche: Cutler Ridge,Ogden,Skier,2',100'
1,2019-03-08,Avalanche: Rock Bowl,Logan,Natural,"8""",50'
2,2019-03-08,Avalanche: Cardiff Pass,Salt Lake,Skier,"21""",
3,2019-03-08,Avalanche: Above Treeline - NE face Pre-Laurel Pk.,Moab,Natural,6',"2,500'"
4,2019-03-07,Avalanche: Tony Grove Lake,Logan,Natural,"12""",200'
5,2019-03-07,Avalanche: Dougs Drop,Salt Lake,Skier,"7""",125'
6,2019-03-07,Avalanche: Silver/Days,Salt Lake,Skier,"10""",80'
7,2019-03-07,Avalanche: Back Bowls,Salt Lake,Skier,2',300'
8,2019-03-07,Avalanche: Benson and Hedges,Salt Lake,Skier,"16""",30'
9,2019-03-07,Avalanche: Lake Peak,Salt Lake,Skier,"12""","2,500'"
10,2019-03-07,Avalanche: South Monitor Bowl,Salt Lake,Natural,"10""",300'
11,2019-03-07,Avalanche: White Pine,Salt Lake,Natural,"20""",300'
12,2019-03-07,Avalanche: Meadow Fork,Skyline,Natural,3',250'
13,2019-03-07,Avalanche: Rocky Point,Salt Lake,Skier,"8""",30'
14,2019-03-07,Avalanche: Jaws,Salt Lake,Skier,"8""",
15,2019-03-07,Avalanche: Logan River below Temple Fork,Logan,Natural,,100'
16,2019-03-06,Avalanche: Patsy Marly,Salt Lake,,"16""",45'
17,2019-03-06,Avalanche: Elk Point,Provo,Natural,,
18,2019-03-06,Avalanche: Y Coulior,Salt Lake,Natural,,
19,2019-03-06,Avalanche: Chute Camp Site,Skyline,Natural,,
20,2019-03-05,Avalanche: Caribou Basin,Salt Lake,Snowmobiler,2.5',
21,2019-03-05,Avalanche: Niotche Creek,Southwest,Snowmobiler,10',800'
22,2019-03-04,Avalanche: Superior,Salt Lake,Natural,"4""",60'
23,2019-03-04,Avalanche: Catchers Mit,Salt Lake,Skier,"6""",20'
24,2019-03-04,Avalanche: Summit Park,Salt Lake,Skier,"10""",80'
25,2019-03-04,Avalanche: Mineral Basin,Salt Lake,Natural,"4""",
26,2019-03-04,Avalanche: Silver Fork,Salt Lake,Unknown,"4""",
27,2019-03-03,Avalanche: Superior,Salt Lake,Skier,"6""",30'
28,2019-03-03,Avalanche: Mt Olympus,Salt Lake,Natural,,
29,2019-03-03,Avalanche: Dougs Drop,Salt Lake,Skier,"5""",40'
30,2019-03-03,Avalanche: Patsy Marly,Salt Lake,Skier,"6""",40'
31,2019-03-03,Avalanche: Tushers,Southwest,Snowboarder,"12""",200'
32,2019-03-03,Avalanche: Patsy Marly,Salt Lake,Snowshoer,"8""",
33,2019-03-03,Avalanche: Monte Cristo,Salt Lake,Natural,"8""",10'
34,2019-03-03,Avalanche: Lake Peak,Salt Lake,Skier,"6""",
35,2019-03-03,Avalanche: Maybird Chute,Salt Lake,Natural,"4""",50'
36,2019-03-02,Avalanche: Wolverine Cirque,Salt Lake,Skier,"4""",50'
37,2019-03-02,Avalanche: Weber Canyon,Uintas,Skier,"6""",20'
38,2019-03-02,Avalanche: Mt Nebo,Provo,Unknown,,40'
39,2019-03-01,Avalanche: Brianhead Backcountry,Southwest,,,
40,2019-02-27,Avalanche: Ogden,Ogden,Natural,,
41,2019-02-26,Avalanche: Cardiff Fork,Salt Lake,Skier,"5""",40'
42,2019-02-26,Avalanche: Martha Bowl,Salt Lake,Snowboarder,"6""",60'
43,2019-02-26,Avalanche: Mill A,Salt Lake,Unknown,"6""",30'
44,2019-02-25,Avalanche: North Ogden Divide,Ogden,Skier,"12""",100'
45,2019-02-25,Avalanche: Millie Back Bowls,Salt Lake,Skier,"14""",100'
46,2019-02-25,Avalanche: East Banks,Logan,Natural,"18""",100'
47,2019-02-25,Avalanche: Brianhead Backcountry,Southwest,,,
48,2019-02-25,Avalanche: Uintas,Uintas,Unknown,,
49,2019-02-25,Avalanche: Box Elder Peak,Logan,Natural,4',400'
50,2019-02-24,Avalanche: Banana Chute,Ogden,Skier,"6""",30'
1,2019-02-24,Avalanche: Little Superior,Salt Lake,Snowboarder,,15'
2,2019-02-24,Avalanche: Chalk Creek,Uintas,Unknown,,300'
3,2019-02-24,Avalanche: Banana Chute,Ogden,Skier,"6""",30'
4,2019-02-23,Avalanche: Ogden,Ogden,Unknown,2',100'
5,2019-02-22,Avalanche: UFO Bowls,Provo,Natural,,300'
6,2019-02-20,Avalanche: Dutch Draw,Salt Lake,Skier,"6""",50'
7,2019-02-20,Avalanche: Limber Pine,Salt Lake,Skier,"6""",200'
8,2019-02-19,Avalanche: Silver Fork Headwall,Salt Lake,,,
9,2019-02-19,Avalanche: La Sal Mountains,Moab,Snowmobiler,2.5',175'
10,2019-02-18,Avalanche: Huntington Canyon Mile 30.5 East facing,Skyline,Natural,2.5',350'
11,2019-02-18,Avalanche: SR 264,Skyline,Natural,4.5',45'
12,2019-02-17,Avalanche: Upper Weber Canyon,Uintas,Snowmobiler,6',"1,000'"
13,2019-02-17,Avalanche: Bunnels,Provo,,,
14,2019-02-17,Avalanche: Pioneer Peak,Salt Lake,Snowboarder,"12""",500'
15,2019-02-17,Avalanche: Scofield Reservoir,Skyline,Unknown,,
16,2019-02-16,Avalanche: Claytons,Salt Lake,Skier,2',300'
17,2019-02-16,Avalanche: Cow Fork,Skyline,Natural,,
18,2019-02-16,Avalanche: Silver Fork Headwall,Salt Lake,Skier,5',150'
19,2019-02-16,Accident: Guardsman Pass area,Salt Lake,Skier,3',200'
20,2019-02-16,Avalanche: The Dungeon,Skyline,Snowmobiler,,
21,2019-02-15,Avalanche: Mt Baldy,Skyline,Snowmobiler,"3""","1,000'"
22,2019-02-15,Avalanche: Wheeler Creek,Ogden,Natural,,
23,2019-02-15,Avalanche: BBQ Bowl,Skyline,Natural,,
24,2019-02-15,Avalanche: Phone Shot,Skyline,Natural,,
25,2019-02-15,Avalanche: Uintas,Uintas,Natural,6',"1,500'"
26,2019-02-15,Avalanche: Mill Canyon Peak,Provo,Natural,4',"1,500'"
27,2019-02-15,Avalanche: Uintas,Uintas,Natural,4.5',250'
28,2019-02-15,Avalanche: Smithfield Dry Canyon,Logan,Natural,"6""",100'
29,2019-02-15,Avalanche: Lost Creek,Provo,Natural,,
30,2019-02-15,Avalanche: West Monitor,Salt Lake,Skier,"18""",250'
31,2019-02-15,Avalanche: North Face of Providence Peak,Logan,Natural,7',"1,000'"
32,2019-02-15,Avalanche: Wheeler Creek,Ogden,Natural,"15""",30'
33,2019-02-15,Avalanche: Tony Grove,Logan,Natural,,
34,2019-02-15,Avalanche: South Fork,Skyline,Natural,,
35,2019-02-15,Avalanche: Pleasant Creek,Skyline,Natural,,
36,2019-02-14,Avalanche: Willard Peak,Ogden,Natural,,
37,2019-02-14,Avalanche: Emerald Lake,Skyline,Natural,2',400'
38,2019-02-14,Avalanche: Red Slide,Logan,Natural,"14""",90'
39,2019-02-14,Avalanche: Wellsville Canyon,Logan,Natural,"12""",45'
40,2019-02-14,Avalanche: Maple Bench,Logan,Natural,"14""",400'
41,2019-02-14,Avalanche: Back of Bobs,Provo,Natural,3',600'
42,2019-02-14,Avalanche: west porter,Salt Lake,Natural,"6""",60'
43,2019-02-14,Avalanche: Reynolds Peak,Salt Lake,Natural,"6""",300'
44,2019-02-14,Avalanche: Rolfson,Skyline,Natural,,
45,2019-02-14,Avalanche: Butler Fork,Salt Lake,Natural,"8""",70'
46,2019-02-14,Avalanche: Corral Mtn,Provo,Natural,,50'
47,2019-02-14,Avalanche: Cardiff Peak,Salt Lake,Natural,"14""",
48,2019-02-14,Avalanche: Butler Basin,Salt Lake,Skier,"10""",200'
49,2019-02-14,Avalanche: Bloomington Canyon,SE Idaho,Natural,"6""",20'
50,2019-02-14,Avalanche: Beaver Mountain Backside,Logan,Natural,"10""",100'
1,2019-02-14,Avalanche: Maple Bench,Logan,Natural,"14""",400'
2,2019-02-14,Avalanche: Back of Bobs,Provo,Natural,3',600'
3,2019-02-14,Avalanche: west porter,Salt Lake,Natural,"6""",60'
4,2019-02-14,Avalanche: Reynolds Peak,Salt Lake,Natural,"6""",300'
5,2019-02-14,Avalanche: Butler Fork,Salt Lake,Natural,"8""",70'
6,2019-02-14,Avalanche: Corral Mtn,Provo,Natural,,50'
7,2019-02-14,Avalanche: Rolfson,Skyline,Natural,,
8,2019-02-14,Avalanche: Cardiff Peak,Salt Lake,Natural,"14""",
9,2019-02-14,Avalanche: Butler Basin,Salt Lake,Skier,"10""",200'
10,2019-02-14,Avalanche: Bloomington Canyon,SE Idaho,Natural,"6""",20'
11,2019-02-13,Avalanche: Providence Quarry,Logan,Natural,,
12,2019-02-12,Avalanche: Provo,Provo,Skier,2.5',150'
13,2019-02-11,Avalanche: Mill Hollow,Logan,Natural,4',250'
14,2019-02-10,Avalanche: Murdock Peak,Salt Lake,Natural,2',250'
15,2019-02-10,Avalanche: Snake Creek,Salt Lake,Natural,,
16,2019-02-09,Avalanche: Uintas,Uintas,Snowmobiler,2.5',300'
17,2019-02-09,Avalanche: Mill Hollow,Uintas,Snow Bike,,
18,2019-02-09,Avalanche: Wooley Hole,Provo,Unknown,,450'
19,2019-02-09,Accident: Chalk Creek,Uintas,Snowmobiler,5.5',"1,000'"
20,2019-02-08,Avalanche: Pioneer Ridge,Salt Lake,Skier,2',100'
21,2019-02-08,Avalanche: Highway to Heaven,Salt Lake,,,
22,2019-02-08,Avalanche: Cardiff Fork,Salt Lake,Unknown,,60'
23,2019-02-08,Avalanche: Preston Peak,Salt Lake,Skier,"3""",100'
24,2019-02-08,Avalanche: Primrose Cirque,Provo,Natural,,
25,2019-02-08,Avalanche: Little Superior,Salt Lake,Skier,"8""",50'
26,2019-02-08,Avalanche: White Pine,Salt Lake,Natural,"12""",50'
27,2019-02-08,Avalanche: Niotche Creek,Southwest,Snowmobiler,,
28,2019-02-08,Avalanche: Mill Hollow,Uintas,Snowmobiler,"14""",40'
29,2019-02-08,Avalanche: Sharp Mountain,Ogden,Skier,4',300'
30,2019-02-07,Avalanche: Lewis Peak Area,Ogden,Natural,,
31,2019-02-07,Avalanche: Wedding Ring Ridge,Skyline,Natural,,
32,2019-02-07,Avalanche: Wolverine Cirque,Salt Lake,Natural,,
33,2019-02-07,Avalanche: Squaretop,Salt Lake,Skier,"18""",250'
34,2019-02-07,Avalanche: Chalk Creek,Uintas,Natural,4',"1,500'"
35,2019-02-07,Avalanche: Smith-Moorehouse,Uintas,Natural,8',80'
36,2019-02-07,Avalanche: Pioneer Ridge,Salt Lake,Skier,"12""",100'
37,2019-02-07,Accident: Circleville Mountain,Southwest,Snowmobiler,,800'
38,2019-02-07,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,,
39,2019-02-07,Accident: Wall of Voodoo,Salt Lake,Skier,"6""",
40,2019-02-06,Avalanche: Great White Icicle,Salt Lake,Natural,,
41,2019-02-06,Avalanche: Great White Icicle,Salt Lake,Natural,,
42,2019-02-06,Avalanche: Primrose Cirque,Provo,Natural,,"1,000'"
43,2019-02-06,Avalanche: Big Willow,Salt Lake,Natural,,
44,2019-02-06,Avalanche: Mineral Fork,Salt Lake,Natural,,
45,2019-02-06,Avalanche: Weber Canyon,Uintas,Natural,2.5',150'
46,2019-02-06,Avalanche: Uintas,Uintas,Natural,4',"1,000'"
47,2019-02-06,Avalanche: Ivory Flakes,Salt Lake,Natural,4',300'
48,2019-02-05,Avalanche: Patsy Marly,Salt Lake,Skier,"10""",10'
49,2019-02-05,Avalanche: Smith-Moorehouse,Uintas,Natural,,
50,2019-02-05,Avalanche: Butler Pocket,Salt Lake,Natural,,
1,2019-02-05,Avalanche: Days Headwall,Salt Lake,Snowboarder,4',60'
2,2019-02-05,Avalanche: Scotts Peak,Salt Lake,Natural,4.5',"1,000'"
3,2019-02-05,Avalanche: South Monitor Bowl,Salt Lake,Natural,,50'
4,2019-02-05,Avalanche: South Monitor Bowl,Salt Lake,Natural,8',"1,500'"
5,2019-02-05,Avalanche: Patsy Marly,Salt Lake,Skier,"10""",10'
6,2019-02-05,Avalanche: Smith-Moorehouse,Uintas,Natural,,
7,2019-02-04,Avalanche: Cone,Salt Lake,Skier,2',60'
8,2019-02-04,Avalanche: Little Water Peak,Salt Lake,Skier,3',200'
9,2019-02-04,Avalanche: Timpanogos,,Natural,5.5',500'
10,2019-02-04,Avalanche: Logan Peak,Logan,Natural,,
11,2019-02-03,Avalanche: 10420,Salt Lake,Snowmobiler,,
12,2019-02-03,Avalanche: Pioneer Peak,Salt Lake,Snowboarder,2',300'
13,2019-02-03,Avalanche: Hardware Ranch Area,Logan,Natural,"12""",25'
14,2019-02-03,Avalanche: Smith-Moorehouse,Uintas,Natural,"6""",50'
15,2019-02-03,Avalanche: Logan,Logan,Natural,"12""",25'
16,2019-02-02,Avalanche: Santaquin Canyon,Provo,Natural,,
17,2019-02-02,Avalanche: Mineral Fork,Salt Lake,Snowboarder,"6""",40'
18,2019-02-02,Avalanche: Coalpit 4,Salt Lake,Natural,,10'
19,2019-02-02,Avalanche: Cold Fusion,Provo,Snowboarder,,50'
20,2019-02-02,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,,
21,2019-02-02,Avalanche: Santaquin Canyon,Provo,Natural,5',60'
22,2019-02-01,Avalanche: North Fork Seeley Canyon,Skyline,Snowmobiler,,
23,2019-01-31,"Avalanche: Star Valley, Wyoming",Logan,Snowmobiler,3',200'
24,2019-01-27,Avalanche: Alexander Basin,Salt Lake,Unknown,,
25,2019-01-27,Avalanche: Little Pine,Salt Lake,Natural,,30'
26,2019-01-27,"Avalanche: Mt. Magog, South Ridge",Logan,Natural,,125'
27,2019-01-26,Avalanche: Huntington Reservior,Skyline,Snowmobiler,,
28,2019-01-26,Avalanche: Seely Creek,Skyline,Natural,,
29,2019-01-26,Avalanche: Manti Canyon,Skyline,,,
30,2019-01-26,Avalanche: Currant Creek Peak,Uintas,Snowmobiler,3',100'
31,2019-01-26,Avalanche: Hoyt Peak,Uintas,Snowmobiler,"5""",300'
32,2019-01-26,Avalanche: Willard Peak,Ogden,Natural,,
33,2019-01-26,Avalanche: Mill Hollow,Uintas,,3',30'
34,2019-01-26,Avalanche: Lowry Fork,Skyline,Snowmobiler,,
35,2019-01-25,Avalanche: Island Lake,Skyline,Natural,3',250'
36,2019-01-25,Accident: East Face Laurel Peak,Moab,Snowmobiler,4',900'
37,2019-01-25,Avalanche: Summit Park,Salt Lake,Snowboarder,"14""",70'
38,2019-01-25,Avalanche: Seely Creek,Skyline,Snowmobiler,4.5',150'
39,2019-01-25,Avalanche: Superior,Salt Lake,Snowboarder,,
40,2019-01-25,Avalanche: Skyline,Skyline,Snowmobiler,,
41,2019-01-25,Avalanche: Humpy Creek,Uintas,Snowmobiler,3',400'
42,2019-01-24,Avalanche: Seely Creek,Skyline,Natural,2',800'
43,2019-01-24,Avalanche: East Bowl,Salt Lake,Natural,3',
44,2019-01-23,Avalanche: Cascade Ridge,Provo,,,
45,2019-01-23,Avalanche: Porter Fork,Salt Lake,Natural,,80'
46,2019-01-23,Avalanche: Moab,Moab,Natural,,250'
47,2019-01-23,Avalanche: Wilson Chutes,Salt Lake,Skier,"16""",20'
48,2019-01-23,Avalanche: Depth Hoar Bowl,Salt Lake,Natural,"12""",40'
49,2019-01-22,Avalanche: Boundary Creek,Uintas,Skier,3',50'
50,2019-01-22,Avalanche: Bonneville Shoreline Trail,Salt Lake,Natural,"6""",20'
1,2019-01-22,Avalanche: Moffit Basin,Uintas,Snowmobiler,4',"1,500'"
2,2019-01-22,Avalanche: North Ogden Divide,Ogden,Skier,"7""",15'
3,2019-01-22,Avalanche: Timpanogos,,Skier,,50'
4,2019-01-22,Avalanche: Timpanogos,,Skier,,50'
5,2019-01-22,Avalanche: South Fork,Skyline,Natural,2',150'
6,2019-01-22,Avalanche: Chalk Creek,Uintas,Snowmobiler,2.5',250'
7,2019-01-22,Avalanche: Super Bowl,Uintas,,,"1,000'"
8,2019-01-22,Avalanche: Provo,Provo,Natural,2.5',200'
9,2019-01-22,Avalanche: Soapstone,Uintas,Snowmobiler,2.5',300'
10,2019-01-21,Avalanche: Thomas Fork,Salt Lake,Skier,"18""",80'
11,2019-01-21,Avalanche: Uintas,Uintas,Natural,2',200'
12,2019-01-21,Avalanche: Timpanogos,,Natural,5',"1,500'"
13,2019-01-21,Avalanche: Murdock Peak,Salt Lake,Skier,"14""",50'
14,2019-01-21,Avalanche: Hoyt Peak,Uintas,Natural,2',250'
15,2019-01-21,Avalanche: Bountiful,Salt Lake,,,
16,2019-01-21,Avalanche: Moab,Moab,Natural,3',800'
17,2019-01-21,Avalanche: Emma Ridges,Salt Lake,Skier,"16""",250'
18,2019-01-20,Avalanche: White Pine Gulch,Salt Lake,Unknown,,
19,2019-01-19,Avalanche: Cutler Ridge,Ogden,Unknown,"12""",40'
20,2019-01-19,Avalanche: White Pine,Salt Lake,Natural,4',100'
21,2019-01-19,Avalanche: Snowbasin,Ogden,Skier,"5""",40'
22,2019-01-19,Avalanche: Uintas,Uintas,Explosive,4.5',450'
23,2019-01-19,Avalanche: Grandview Peak,Salt Lake,Snowmobiler,"18""",
24,2019-01-19,Avalanche: Bountiful,Salt Lake,,2',50'
25,2019-01-19,Avalanche: Bountiful mountains,Ogden,Snow Bike,,
26,2019-01-19,Avalanche: Mitton Peak,Logan,Natural,,
27,2019-01-19,Avalanche: Grandview Peak,Salt Lake,Natural,"18""",300'
28,2019-01-19,Avalanche: Two Dogs,Salt Lake,Skier,2',60'
29,2019-01-18,Avalanche: North Beirdneau Ridge,Logan,Natural,,
30,2019-01-18,Avalanche: South Fork Lake Canyon,Skyline,Natural,,
31,2019-01-18,Avalanche: Silver Fork,Salt Lake,Natural,,
32,2019-01-18,Avalanche: Snake Creek,Provo,Natural,"20""",80'
33,2019-01-18,Avalanche: Snake Creek,Provo,Unknown,"10""",80'
34,2019-01-18,Avalanche: Moab,Moab,Natural,"12""",50'
35,2019-01-18,Avalanche: Cutler Ridge,Ogden,Unknown,"20""",200'
36,2019-01-18,Avalanche: Heber Mountain,Uintas,Snowmobiler,2',200'
37,2019-01-18,Avalanche: Scotts Peak,Salt Lake,Skier,,
38,2019-01-18,Accident: Electric Lake,Skyline,Skier,3',500'
39,2019-01-18,Avalanche: Moab,Moab,Natural,4',"1,500'"
40,2019-01-18,Avalanche: Castle Rock,Logan,Natural,4',"1,500'"
41,2019-01-18,Avalanche: Upper Weber Canyon,Uintas,Skier,2',100'
42,2019-01-18,Avalanche: Chute Camp Site,Skyline,Natural,,
43,2019-01-18,Avalanche: Oscar Mayer,Logan,Natural,,
44,2019-01-18,Avalanche: SR 264,Skyline,,,
45,2019-01-18,Avalanche: South Fork Lake Canyon,Skyline,Natural,,300'
46,2019-01-18,Avalanche: South Wood Camp,Logan,Natural,,
47,2019-01-18,Avalanche: North Fork Lake Canyon,Skyline,Natural,,
48,2019-01-17,Avalanche: Cascade,Provo,Natural,,
49,2019-01-17,Avalanche: West Monitor,Salt Lake,Skier,2',80'
50,2019-01-17,Avalanche: Scotts Bluff,Salt Lake,Unknown,,90'
1,2019-01-17,Avalanche: Snake Creek,Provo,Snowmobiler,"16""",175'
2,2019-01-17,Avalanche: Moab,Moab,Snowmobiler,,
3,2019-01-17,Avalanche: Depth Hoar Bowl,Salt Lake,Natural,"14""",35'
4,2019-01-17,Avalanche: Buckley Mountain,Provo,Natural,,150'
5,2019-01-16,Avalanche: Moab,Moab,Natural,2',300'
6,2019-01-16,Avalanche: Banana Chute,Ogden,Natural,"12""",150'
7,2019-01-16,Avalanche: Banana Chute,Ogden,Skier,"8""",40'
8,2019-01-16,Avalanche: Raymond Glade,Salt Lake,Skier,"5""",50'
9,2019-01-16,Avalanche: Flagstaff Ridge,Salt Lake,Skier,"6""",60'
10,2019-01-16,Avalanche: Ben Lomond,Ogden,Skier,"8""",25'
11,2019-01-16,Avalanche: Sunset Peak,Salt Lake,Skier,"12""",250'
12,2019-01-16,Avalanche: Mt Olympus,Salt Lake,Natural,,
13,2019-01-16,Avalanche: Chili Peak,Ogden,Skier,"12""",60'
14,2019-01-16,Avalanche: Moab,Moab,Natural,2',200'
15,2019-01-13,Avalanche: Provo Peak,Provo,Natural,,
16,2019-01-13,Avalanche: Provo Peak,Provo,Natural,,
17,2019-01-13,Avalanche: Trail Ridge,Skyline,Snowmobiler,3',40'
18,2019-01-13,Avalanche: Currant Creek Peak,Uintas,Unknown,2',70'
19,2019-01-12,Avalanche: Jordan Canyon,Skyline,Snowmobiler,2',200'
20,2019-01-12,Avalanche: Rolfson,Skyline,Snowmobiler,2',300'
21,2019-01-12,Avalanche: Staker,Skyline,Snowmobiler,2',60'
22,2019-01-12,Avalanche: Fairgrounds,Logan,Snowmobiler,6',400'
23,2019-01-12,Avalanche: Lake Canyon,Skyline,Snowmobiler,,
24,2019-01-11,Avalanche: Ant Basin,SE Idaho,Snow Bike,"18""",150'
25,2019-01-11,Avalanche: Weber Canyon,Uintas,Skier,2.5',400'
26,2019-01-11,Avalanche: Co-op Creek,SE Idaho,Snowmobiler,,
27,2019-01-10,Avalanche: Duchesne Ridge,Uintas,Snowmobiler,"16""",60'
28,2019-01-10,Avalanche: SR 264,Skyline,Unknown,"18""",200'
29,2019-01-09,Avalanche: River Heights Bench,Logan,Natural,"16""",250'
30,2019-01-09,"Avalanche: Big Baldy, Southwest Shoulder",Logan,Natural,,
31,2019-01-09,Avalanche: Millville Peak West,Logan,Natural,"12""",200'
32,2019-01-09,Avalanche: Uintas,Uintas,Natural,2',800'
33,2019-01-09,Avalanche: Chicken Hill Cornice,Logan,Natural,,
34,2019-01-08,Avalanche: Dry Canyon Ridge,Logan,Natural,2.5',35'
35,2019-01-08,Avalanche: Rolfson,Skyline,Snowmobiler,2',200'
36,2019-01-08,Avalanche: Tower Mountain,Uintas,Snowmobiler,5',200'
37,2019-01-08,Avalanche: Rolfson,Skyline,Snowmobiler,2',300'
38,2019-01-08,Avalanche: Heber Mountain,Uintas,Unknown,2',150'
39,2019-01-08,Avalanche: Egan Basin,SE Idaho,Snowmobiler,"16""",30'
40,2019-01-08,Avalanche: Heber Mountain,Uintas,Snowmobiler,"18""",100'
41,2019-01-08,Avalanche: River Heights Bench,Logan,Natural,"12""",100'
42,2019-01-08,Avalanche: Christmas Tree Bowl,Logan,Snowmobiler,2',200'
43,2019-01-08,Avalanche: Bunnels,Provo,Natural,"18""",100'
44,2019-01-08,Accident: Horse Ridge,Logan,Snowmobiler,"16""",60'
45,2019-01-08,Avalanche: Saddleback Ridge (lower),Logan,Skier,2.5',450'
46,2019-01-08,Avalanche: Alpine Loop,Provo,Natural,"18""",125'
47,2019-01-08,Avalanche: Uintas,Uintas,Snowmobiler,4',200'
48,2019-01-08,Avalanche: Staker,Skyline,Snowmobiler,2',250'
49,2019-01-08,Avalanche: Chilly Peak Slabs,Ogden,,,
50,2019-01-07,Avalanche: Electric Lake,Skyline,Natural,2',40'
1,2019-01-07,Avalanche: Moab,Moab,Natural,,100'
2,2019-01-07,Avalanche: Lewis Peak Area,Ogden,Natural,4',300'
3,2019-01-07,Avalanche: Wyatt Couloir,Salt Lake,Natural,,80'
4,2019-01-07,Avalanche: Ogden,Ogden,Natural,2.5',60'
5,2019-01-07,Avalanche: Pleasant Creek,Skyline,Natural,,
6,2019-01-07,Avalanche: South Fork North Creek,Skyline,Natural,,
7,2019-01-07,Avalanche: Willard Peak,Ogden,Natural,,
8,2019-01-07,Avalanche: Diving Board,Salt Lake,Natural,,70'
9,2019-01-07,Avalanche: Ben Lomond,Ogden,Natural,,
10,2019-01-07,Avalanche: Electric Lake,Skyline,Natural,2',40'
11,2019-01-07,Avalanche: Upper Weber Canyon,Uintas,Natural,2.5',600'
12,2019-01-07,Avalanche: Huntington Canyon,Skyline,Natural,2',
13,2019-01-07,Avalanche: Scotts Bluff,Salt Lake,Skier,2',80'
14,2019-01-07,Avalanche: Gibson Canyon,Logan,Natural,,
15,2019-01-07,Avalanche: Bear Trap,Salt Lake,Skier,"12""",70'
